joke
แดดร้อนที่แยงตา ไม่เท่าเธอยิ้มมาแล้วแยงใจ
เธอไม่ใช่ของเล่น แต่เป็นของผม
นอกจากใส่ใจ ผมก็ไม่อยากใส่อะไรอีกเลย
อย่าจ้องเรานาน ภูมิต้านทานไม่ค่อยมี
ระหว่างเรากับแชมพู อะไรเข้าตามากกว่ากัน
กลัวแล้วโควิด อยากเป็นคู่ชีวิตมากกว่า
ก่อนที่เธอจะติดโควิด มาติดใจเราก่อนได้เปล่า
ก้าวแรกของปี อยากได้คนดีๆ มาเดินทางร่วมกัน
คนดีชอบแก้ไข คนอย่างเราไงลูกสะใภ้บ้านเธอ
คนอย่างเราถ้าอกหักต้องรีบทำใจ เพราะกลัวคนต่อไปรอนาน
คิดถึงเธอเป็นคนแรกหลังตื่นนอน
แคปชั่นมีเป็นพัน คนสำคัญมีคนเดียว
งดของทอดของมัน แต่ทางนี้ทอดสะพานรอแล้วนะ
งูเข้าบ้านเรียกกู้ภัย แต่ถ้าเผลอให้ใจต้องเรียกที่รัก
จะจีบก็บอก จะได้น่ารักกับเธอคนเดียว
ชอบคนง่าย แต่รักคนยาก
เช็กอินร้านเหล้าเสียตังค์ เช็กอินบ้านเรากินฟรี
เชื่อแล้วว่าคนอย่างเธอ มีคนเดียวในโลก
ถ้าถูกเท เดินเซมาทางนี้
ถ้าเธอเป็นคนเก่ง เรากินเก่ง เธอชอบไหม
ถ้ายังไม่มีใคร แนะนำให้มีเรา
ถึงจะทะเลาะกันบ่อย แต่ก็ขออย่าปล่อยมือ
น่านั่งกว่าร้านหมูกระทะ ก็ท้ายรถกระบะพี่นี่แหละ
มีแฟนก็ต้องเห็น ถ้าไม่เห็นแสดงว่าไม่มี
มีแฟนเมื่อไหร่ เปิดตัวยิ่งใหญ่แน่นอน
ไม่ได้อยากเป็นแฟนตัวยง แต่อยากเป็นแฟนตัวจริง
ไม่ต้องตามเช็ก หนูไม่ใช่เด็กใคร
ไม่แพ้หรอกฝุ่น แพ้คุณมากกว่า
ไม่มีพิษ ไม่มีภัย แต่ไม่มีใครด้วยนะรู้ไหม
ไม่มีหรอกคนที่เข้าตา เมื่อเธอมองมาจะเจอคนที่เข้าใจ
ไม่ว่าจะเช็กอินที่ไหน แต่โลเคชั่นหัวใจอยู่ที่เธอ
เลี้ยงง่าย ไม่ดื้อ วันไหนดื้อแสดงว่ารักนะ
โลกมันน่าอยู่ ตั้งแต่รู้ว่ามีคุณ
โสดแล้วเหงา มาคบเราดีกว่า
หน้าหนาวไปเที่ยวเขา แต่ถ้าเหงาไปเที่ยวกับเราไหม
หลงทางไม่ว่า แต่ถ้าหลงเราระวังติดใจ
ห้วใจไม่ได้มีไว้แจก อยากได้ก็เอาใจมาแลกสิ
